Folio,Rfc,Razón social,Rubro,Misión,Valores,Actividad,Activo circulante,Activo fijo,Activo diferido,Pasivo,Patrimonio,Ingreso por donativos_Monto efectivo,Ingreso por donativos_Monto especie,Donativos otorgados_Monto efectivo,Donativos otorgados_Monto especie,Integrantes del órgano de gobierno,Monto salario,Plantilla laboral,Voluntarios,Monto salarios,Ingresos relacionados_Monto,Ingresos no relacionados_Monto,Destino de donativos_Monto,Número de beneficiados,Monto nacional operación,Monto nacional admin,Monto extranjero operación,Monto extranjero admin,ref
TRANS002623/2025,FLC150506CY0,FUNDACION LEONORA CARRINGTON AC,Organizaciones civiles y fideicomisos culturales,"ORGANIZAR PROYECTOSPARA IMPLEMENTAR UNA EDUCACIÓN ARTÍSTICA, AYUDA A INVESTIGADORES Y ARTISTAS INTERESADOSEN LAS OBRAS DE LEONORA CARRINGTON Y EL SURREALISMO, ORGANOZACIÓN DE UN ARCHIVO DIGITALSOBRE LA OBRA PICTÓRICA Y ESCRITACON EL OBJETO DE DARA A CONOCER LAS OBRAS.","",Culturales,83547.0,0.0,0.0,72047.0,11500.0,0.0,0.0,0.0,0.0,"HAROLD GABRIEL WEISZ CARRINGTON,DANIEL WEISZ ARGOMEDO,MARTHA PATRICIA ARGOMEDO MANRIQUE",0.0,0,3,0.0,10440.0,0.0,0.0,150.0,188981.0,0.0,0.0,0.0,data/2024/FLC150506CY0.xlsx
TRANS002338/2025,BAR171116R56,"BANCO DE ALIMENTOS, ROPA Y ENSERES DOMESTICOS UNIDAD Y TRABAJO AC",Organizaciones civiles y fideicomisos asistenciales,"EL BANCO DE ALIMENTOS ROPA Y ENSERES DOMESTICOS UNIDAD Y TRABAJO A.C. COMUN A.C. ES UNA ORGANIZACION SIN FINES DE LUCRO QUE BUSCA EL BIENESTAR, APOYO, AYUDA Y SUPERACION SOCIAL EN TODAS Y CADA UNA DE LAS ACTIVIDADES QUE REALIZA.","EL BANCO DE ALIMENTOS ROPA Y ENSERES DOMESTICOS UNIDAD Y TRABAJO A.C. COMUN A.C. A TRAVES DE SUS VALORES ENTRE ELLOS: EQUIDAD SOCIAL, DIVERSIDAD CULTURAL, ESPIRITU EMPRENDEDOR, SOLIDARIDAD Y MEJORA CONTINUA EL PODER DESARROLLAR PROGRAMAS DE ACTUACION HACIA LA BUSQUEDA DE POLITICAS PARA LA RECUPERAC",Asistenciales,0.0,8020.0,0.0,0.0,8020.0,0.0,0.0,0.0,0.0,"MARTIN BRIONES GONZALEZ,CRUZ EDUARDO ARAUJO GUTIERREZ,ERIKA PAULINA ARAUJO GUTIERREZ,BLANCA ESTELA ARAUJO GUTIERREZ,JOSE  CRUZ ARAUJO AVILA",0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/BAR171116R56.xlsx
TRANS009857/2025,FAZ9702271S7,FUNDACION AZTECA IAP,Organizaciones civiles y fideicomisos asistenciales,"","",Asistenciales,195887.0,0.0,0.0,91291.0,104596.0,0.0,0.0,0.0,0.0,JORGE ADOLFO GARRALDA OCHOA,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/FAZ9702271S7.xlsx
TRANS009335/2025,ITR160126FT9,IMPULSO TRANS AC,Organizaciones civiles y fideicomisos asistenciales,"LOGRAR EL FORTALECIMIENTO DE LAS PERSONAS TRANS: TRANSGÉNERO, TRANSEXUALES, TRAVESTIS, INTERSEX Y LGBQ+, A TRAVÉS DE INFORMACIÓN OPORTUNA, VERAZ Y CONFIABLE, ADEMÁS DE GENERAR ESTRATEGIAS QUE PROMUEVAN LA VISIBILIZACIÓN Y LA INCLUSIÓN EN ESPACIOS DE SALUD, LABORALES, EDUCATIVOS Y SOCIALES, INCIDIENDO EN LA ELABORACIÓN DE POLÍTICAS PÚBLICAS, BAJO UN ENFOQUE DE IGUALDAD Y NO DISCRIMINACIÓN, INTEGRANDO LA PERSPECTIVA DE GÉNERO Y DERECHOS HUMANOS.","RESPETO, IGUALDAD, INCLUSIÓN, NO DISCRIMINACIÓN,  COLABORACIÓN, INICIATIVA, SOLIDARIDAD, CONGRUENCIA, EMPATÍA",Asistenciales,1031901.0,65855.0,0.0,49001.0,1048755.0,1742731.0,0.0,0.0,0.0,"IZACK ALBERTO ZACARIAS NAJAR,DIANA ANAID ROSALES DIAZ,ERICK OWEN JOSE RAMIREZ ZEPEDA",0.0,1,15,4378.0,10000.0,0.0,1235101.0,3391.0,1246445.0,0.0,0.0,0.0,data/2024/ITR160126FT9.xlsx
TRANS002152/2025,CJD130826BZ4,CENTRO JUVENIL PARA EL DESARROLLO HUMANO INTEGRAL AC,Organizaciones civiles y fideicomisos asistenciales,"APOYAR A PERSONAS, SECTORES Y REGIONES DE ESCASOS RECURSOS; COMUNIDADES INDÍGENAS Y GRUPOS VULNERABLES POR EDAD, SEXO O PROBLEMAS DE DISCAPACIDAD, ATENDIENDO LOS REQUERIMIENTOS BÁSICOS DE SUBSISTENCIA EN MATERIA DE ALIMENTACIÓN, VESTIDO, VIVIENDA, REHABILITACIÓN MÉDICA O A LA ATENCIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS, ASISTENCIA JURÍDICA, EL APOYO Y LA PROMOCIÓN, PARA LA TUTELA DE LOS DERECHOS DE LOS MENORES, ASÍ COMO PARA LA READAPTACIÓN SOCIAL DE PERSONAS QUE HAN LLEVADO A CABO CONDUCTAS ILÍCITAS.ORIENTACIÓN SOCIAL, EDUCACIÓN O CAPACITACIÓN PARA EL TRABAJO.",SER UNA ORGANIZACIÓN SIN FINES DE LUCRO QUE CUMPLA CON LOS PROPÓSITOS PARA LA QUE FUE CREADA Y MANTENER UN CRECIMIENTO CONSTANTE PARA APOYAR A LOS SECTORES VULNERABLES Y NECESITADOS DE NUESTRO PAÍS.,Asistenciales,693325.0,5013.0,0.0,61714.0,636624.0,1028000.0,0.0,0.0,0.0,"RODOLFO MARTIN BARRERA GARCIA,RODOLFO GONZALEZ CHAVEZ,MELVA DALIA GARCIA RAMIREZ",0.0,0,2,0.0,0.0,0.0,506133.0,195.0,0.0,480.0,0.0,0.0,data/2024/CJD130826BZ4.xlsx
TRANS000656/2025,AFU1410099G2,ARBOL FUNDADOR AC,Organizaciones civiles y fideicomisos asistenciales,"SOMOS UNA ASOCIACIÓN ORGANIZADA PROFESIONAL QUE CONTRIBUYE AL DESARROLLO DE LA POBLACIÓN INDÍGENA, MEDIANTE LA EQUIDAD DE GÉNERO, PREVENCIÓN Y CONTROL DE LA CONTAMINACIÓN DEL AGUA, DEL AIRE Y SUELO, ATENDIENDO LOS REQUERIMIENTOS BÁSICOS DE SUBSISTENCIA EN MATERIA DE ALIMENTACIÓN, VESTIDO Y VIVIENDA DE FORMA SOSTENIBLE","AMOR, TRANSPARENCIA, RESPONSABILIDAD, VALENTÍA Y LIBERTAD",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JUAN CARLOS MORALES CRUZ,JAVIER MAYA SANTIAGO,BALDEMAR JAVIER MAYA DIAZ,JESUS ANTONIO  ,JOSE FELIPE HERNANDEZ SANTIAGO",0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3216.0,0.0,0.0,data/2024/AFU1410099G2.xlsx
TRANS009557/2025,MMI190524T62,FUNDACION LA MORADA DE LA MISERICORDIA AC,Organizaciones civiles y fideicomisos asistenciales,"CREAR CONCIENCIA Y MOTIVAR A LAS PERSONAS A AYUDAR A QUIEN MENOS TIENE PARA QUE ELLOS TAMBIÉN PUEDAN PARTICIPAR DE UNA FORMA DIGNA EN LA SOCIEDAD, PARA EL DESARROLLO Y EL BIEN COMÚN. COLABORAR CON OTRAS ASOCIONES Y EMPRESAS EN LA EJECUCIÓN DE ACCIÓN EN BENEFICIO DE LA COMUNIDAD.","RESPETO, SERVICIO, COMPROMISO, SOLIDARIDAD.",Asistenciales,323932.18,265021.0,0.0,52894.0,536059.18,1166730.66,74699.0,0.0,0.0,"ESTHELA MARGARITA ALMARAZ HERNANDEZ,MARIA BEATRIZ ARCE SUAREZ,GUSTAVO EUGENIO ELIZONDO ALANIS,MARIA DEL PILAR MONTEMAYOR MUÑOZ,BIBI MARIA DEL PILAR URIBE CAPETILLO",0.0,1,30,169676.49,0.0,0.0,1142750.0,2309.0,943395.74,307.4,0.0,0.0,data/2024/MMI190524T62.xlsx
TRANS005968/2025,FEM991210UI1,FUNDACION EMANUEL DE MERIDA AC,Organizaciones civiles y fideicomisos asistenciales,"PROPORCIONAR AYUDA PSICOLOGICA, FISICA Y ESPIRITUAL A LOS NIÑOS QUE VIVEN EN LA CASA HOGAR QUE HAN SIDO VICTIMAS DE ABUSO O MALTRATO","FORMAR CUIDADANOS UTILES CON VALORES, MEJORANDO SU CALIDAD DE VIDA E INSTRUYENDOLOS CON LA PALABRA DE DIOS PARA PREVENIR LA DESINTEGRACION FAMILIAR",Asistenciales,37986.41,23000.0,0.0,40831.37,20155.04,620240.0,19844581.93,0.0,0.0,"ALEJANDRA ACEVEDO OSORIO,JORGE VICTOR CERVANTES OSORIO,GUADALUPE ELIZABETH PUENTE PACHECO,GUADALUPE OSORIO YESCAS,VICTOR HUGO CERVANTES PACHECO",0.0,0,55,0.0,240000.0,0.0,20464822.0,15080.0,495516.18000000005,25337.82,0.0,0.0,data/2024/FEM991210UI1.xlsx
TRANS008602/2025,FWM030319BI1,FUNDACION WAL-MART DE MEXICO AC,Organizaciones civiles y fideicomisos de apoyo económico de donatarias autorizadas,CONTRIBUIR A MEJORAR EL DESARROLLO COMUNITARIO CON LOS ASOCIADOS VOLUNTARIOS WALMART,APOYAR A LOS SECTORES MAS VULNERABLES DE MÉXICO,Apoyo económico de donatarias autorizadas  ,1126153.0,0.0,0.0,4459876.0,3333723.0,88206575.0,0.0,54236770.0,17254826.96,"WAL-MART DE MEXICO S A B DE C V,ARRENDADORA DE CENTROS COMERCIALES S DE RL DE CV",0.0,0,35421,0.0,0.0,0.0,71491597.0,86572.0,10700371.0,3586438.0,0.0,0.0,data/2024/FWM030319BI1.xlsx
TRANS010660/2025,AVE230807MA1,AVENTUREROS MC AC,Organizaciones civiles y fideicomisos asistenciales,"","",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/AVE230807MA1.xlsx
TRANS002828/2025,MPA690625IZ3,MAMA PAULITA AC,Organizaciones civiles y fideicomisos asistenciales,"ALBERGAR NIÑOS Y NIÑAS DESAMPARADOS, BRINDANDO ALOJAMIENTO, COMIDA ADECUADA VESTIDO, EDUCACIÓN ACADÉMICA, ASISTENCIA MEDICA, FORMACIÓN Y ESPARCIMIENTO EN UN AMBIENTE DE HOGAR","PREPARAR A LOS NIÑOS Y NIÑAS QUE ALBERGAMOS PARA QUE, AL FIN DE SU ESTANCIA CON NOSOTROS, SALGAN COMO CIUDADANOS HONESTOS Y PRODUCTIVOS PARA INFLUENCIAR POSITIVAMENTE SU ENTORNO",Asistenciales,11890483.0,323813.0,0.0,381202.0,11833094.0,4701472.0,68959.0,0.0,0.0,"ARTURO GUTIERREZ OSUNA,UGO MARK CARDONA MENDEZ,JOANNA MARGARITA CARDONA MENDEZ,LETICIA GUTIERREZ OSUNA",0.0,19,0,2265336.0,1186218.0,0.0,0.0,0.0,2627121.0,0.0,0.0,0.0,data/2024/MPA690625IZ3.xlsx
TRANS003378/2025,AEP831117RY9,ASOCIACION EDUCATIVA POZA RICA AC,Organizaciones civiles y fideicomisos educativos,"INSTITUCIÓN INTEGRADA  POR UN GRUPO DE LAICOS COMPROMETIDOS, QUE COMPARTEN EL CARISMA MARISTA EN UNA PROPUESTA EDUCATIVA INTEGRAL E INCLUYENTE, DE ALTA CALIDAD QUE PROMUEVE QUE TODOS LOS INTEGRANTES DE LA COMUNIDAD SEAN SUJETOS COMPROMETIDOS CON LA TRANSFORMACIÓN DE SU ENTORNO HACIENDO PRESENTE LA OPCIÓN EVANGÉLICA POR LOS POBRES Y PROMOVIENDO UNA SOCIEDAD MÁS HUMANA.","OFRECER UNA PROPUESTA EDUCATIVA: EVANGELIZADORA, INTEGRAL Y CON ALTA CALIDAD QUE FORMA SUJETOS CONSCIENTES DE SUS DERECHOS Y RESPONSABILIDADES, CON APRECIO POR LAS NORMAS DEMOCRÁTICAS Y CON CAPACIDAD PARA TRANSFORMAR SU ENTORNO PROMOVIENDO LA JUSTICIA Y LA PAZ, HACIENDO EXPLICITA  SU OPCIÓN POR LOS",Educativa,242212.0,1128809.0,0.0,2259473.0,888452.0,9717617.0,0.0,0.0,0.0,"JORGE ARTURO CARBAJAL GARCIA,LUIS FELIPE GONZALEZ RUIZ",0.0,49,0,7849418.0,3076202.0,600.0,9717617.0,472.0,4586045.0,0.0,0.0,0.0,data/2024/AEP831117RY9.xlsx
TRANS007500/2025,BEC061030Q4A,BECALOS SIN TIPO DE SOCIEDAD,Organizaciones civiles y fideicomisos de apoyo económico de donatarias autorizadas,"EN BECALOS TENEMOS LA MISIÓN DE SUMAR ESFUERZOS DE LOS DISTINTOS ACTORES DE LA SOCIEDAD GENERANDO OPORTUNIDADES PARA QUE LOS JÓVENES MEXICANOS EN DESVENTAJA SOCIAL, QUE DEMUESTREN TALENTO Y ESFUERZO, DESARROLLEN COMPETENCIAS, LAS CUALES LES PERMITAN LOGRAR UN MEJOR NIVEL DE VIDA, CONTRIBUYENDO ASÍ AL PROGRESO DE MÉXICO.","EMPATIA ENTENDEMOSY ESCUCHAMOS LAS NECESIDADESY PROBLEMAS DE LOS JOVENES MEXICANOS, EQUIDAD APOYAMOS A LOS JOVENES MEXICANOS, HOMBRES Y MUJERES DENTRO DE UNA SOCIEDAD DIVERSA FAVORECIENDO SU ACCESO A MEJORES OPORTUNIDADES. INTEGRIDAD ACTUAMOS DE MANERA CONGRUENTEY HONESTA CON NUESTROS VALORES, PROM",Apoyo económico de donatarias autorizadas  ,305250711.7,0.0,0.0,38653.73,305212057.97,99700988.0,0.0,73396772.95,0.0,"FUNDACION TELEVISA AC,ASOCIACION DE BANCOS DE MEXICO ABM AC,BANCO SANTANDER MEXICO S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER MEXICO SIN TIPO DE SOCIEDAD",0.0,0,0,0.0,29736389.27,7665761.0,73396772.95,23279.0,26527365.389999997,372177.24,0.0,0.0,data/2024/BEC061030Q4A.xlsx
TRANS000285/2025,BES200901590,BIENESTAR Y EDUCACION SEXUAL DE OAXACA AC,Organizaciones civiles y fideicomisos asistenciales,"ES UNA ASOCIACIÓN INTEGRADA PARA COMPARTIR EXPERIENCIAS Y CONOCIMIENTOS PARA OFRECER ORIENTACIÓN SOCIAL, EDUCACIÓN O CAPACITACIÓN CON EL OBJETO DE EVITAR LA VIOLENCIA INTRAFAMILIAR Y EVITAR LA EXPLOTACIÓN ECONÓMICA EN LOS MENORES. LA ASOCIACIÓN PROPORCIONA ORIENTACIÓN EN TEMAS DE EDUCACIÓN SEXUAL A PADRES Y MENORES.","POSICIONARNOS COMO UNA ASOCIACIÓN CIVIL CON PRESENCIA EN TODO EL ESTADO DE OAXACA, ESTABLECIENDO ALIANZAS ESTRATÉGICAS CON OTRAS ASOCIACIONES DE LA SOCIEDAD CIVIL, QUE NOS PERMITAN INTEGRAR UN EQUIPO MULTIDISCIPLINARIO CON CAPACIDAD HUMANA Y TÉCNICA PARA CUMPLIR NUESTRO OBJETO SOCIAL.",Asistenciales,1725.0,0.0,0.0,0.0,1725.0,0.0,0.0,0.0,0.0,"ANTONIO PERTIERRA CRUZ,DANIELA RAMOS GOPAR",0.0,1,0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/BES200901590.xlsx
TRANS006708/2025,FKA1706238P8,FUNDACION KASUGA AC,Organizaciones civiles y fideicomisos asistenciales,.,.,Asistenciales,477012.0,16486695.0,0.0,57287.0,16906420.0,4225629.0,0.0,2557788.0,0.0,"CARLOS KASUGA SAKAI,ALEJANDRO KASUGA SAKAI,ERIKA HIROMI KASUGA SAKAI,LAURA AKEMI KASUGA SAKAI",0.0,1,0,205863.0,218080.0,1502.0,0.0,0.0,4130403.0,122325.0,0.0,0.0,data/2024/FKA1706238P8.xlsx
TRANS004506/2025,CTE910318Q43,LA CASA DEL TEATRO AC,Organizaciones civiles y fideicomisos educativos,"PROMOVER Y DIFUNDIR EL ARTE TEATRAL, FORMAR ACTORES, CONTRIBUIR AL ENTRENAMIENTO CONTINUO DE LOS HACEDORES DE TEATRO, Y PRODUCIR TEATRO ALTERNATIVO PARA LLEVARLOS A COMUNIDADES DE BAJOS RECURSOS, ENTRE OTROS","CPMPROMISO, RESPONSABILIDAD SOCIAL, INTEGRIDAD, HONESTIDAD, PROFESIONALISMO Y ETICA.",Educativa,1533160.0,125000.0,20591.0,1135311.0,543440.0,1599500.0,0.0,0.0,0.0,"STEFANIE WEISS SANTOS,MIGUEL ANGEL CARDENAS SANCHEZ,RUBEN AGUILAR VALENZUELA,LUIS FERNANDO DE TAVIRA NORIEGA",0.0,5,0,554245.0,5542565.0,0.0,2628636.0,14247.0,8863897.0,106880.0,0.0,0.0,data/2024/CTE910318Q43.xlsx
TRANS007624/2025,CHP111125D9A,CASA HOGAR PUENTE DE AMOR AC,Organizaciones civiles y fideicomisos asistenciales,"NUESTRA MISIÓN ES AYUDAR A NUESTRA COMUNIDAD CONSEJERÍA Y ORIENTACIÓN CON PLATICAS, TALLERES EN TEMAS DE VIOLENCIA, DERECHOS HUMANOS, AYUDAS MEDICAS","AMOR, RESPETO, TRABAJO EN EQUIPO, MEJORA DE LA COMUNIDA",Asistenciales,13870.64,6578.51,0.0,644.9,19804.25,0.0,0.0,0.0,0.0,"MARTHA ISABEL KU KU,STEPHEN DAVID FLETCHER  ,ANGELA MARIA KU KU,MELISSA JOY FLETCHER KU,MARIA GENY KU KU,MARISOL VIVES OSORIO",0.0,0,8,0.0,0.0,0.0,2984.8,145.0,2400.0,0.0,0.0,0.0,data/2024/CHP111125D9A.xlsx
TRANS004767/2025,SUV181105UD1,SALVA UNA VIDA-DONA-ARTE AC,Organizaciones civiles y fideicomisos culturales,"SER UN UNA ASOCIACIÓN QUE APORTE Y PROMUEVA CAMBIOS EN BENEFICIO DE UNA SOCIEDAD VULNERADA POR EL DIAGNÓSTICO DE  CÁNCER Y OTRAS ENFERMEDADES CRÓNICO DEGENERATIVAS, PONIENDO NUESTROS TALENTOS AL SERVICIO  DE LOS DEMÁS.","CONVERTIRNOS EN UNA ORGANIZACIÓN DE REFERENCIA NACIONAL QUE PERMITA VINCULAR A LAS PERSONAS QUE QUIEREN AYUDAR, CON AQUELLAS QUE LO NECESITAN, EN LA BÚSQUEDA DE UNA SOCIEDAD MÁS JUSTA Y EQUITATIVA Y EN PRO DE QUIENES  HAN PERDIDO LA SALUD Y SE HAN VISTO VULNERADOS POR ALGUNA ENFERMEDAD CATASTRÓFICA",Culturales,398976.0,43776.0,0.0,0.0,442752.0,270636.0,51500.0,0.0,0.0,"GRICELDA GARCIA GAMIÑO,ELOY PEREZ RIVERA,EULALIA GARCIA PEREZ",0.0,0,0,0.0,0.0,0.0,270636.0,120.0,405214.0,0.0,0.0,0.0,data/2024/SUV181105UD1.xlsx
TRANS006791/2025,MAE2306197T4,MUSICOS Y ARTISTAS A ESCENA. MUSARES AC,Organizaciones civiles y fideicomisos asistenciales,"PROMOVER LA CULTURA Y EL ARTE COMO HERRAMIENTAS DE TRANSFORMACIÓN SOCIAL, ENFOCANDONOS EN LA INCLUSIÓN Y DESARROLLO DE NIÑOS Y JÓVENES EN COMUNIDADES O SIN ACCESO A ESTAS DISCIPLINAS, ASÍ COMO PRUCURAR EL BIENESTAR Y EMPODERAMIENTO DE LOS ARTISTAS MAYORES Y A CUALQUIER PERSONA EN SITUACIÓN DE VULNERABLIDAD.","HONESTIDAD, COOPERACIÓN, EMPATÍA, SOLIDARIDAD",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"VERONICA DEL SOCORRO RUZ ZAMORA,XALLY JIMENA CRUZ RUZ,JOSE RAFAEL CRUZ LOPEZ",0.0,0,3,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,data/2024/MAE2306197T4.xlsx
TRANS011244/2025,AFO170721DB1,AMPARO Y FORTALEZA AC,Organizaciones civiles y fideicomisos asistenciales,"BRINDAR A LAS PERSONAS DE LA TERCERA EDAD UNA VIDA DE CALIDAD, CON UN AMBIENTE Y ENTORNO AGRADABLE EN DONDE PUEDAN SENTIRSE COMO EN FAMILIA,","RESPETO, HUMANIDAD, CALIDEZ, COMPROMISO Y TRATO DIGNO",Asistenciales,17513.0,104368.99,0.0,54863.0,67018.99,133908.0,234442.0,0.0,0.0,"OMAR DAVID RODRIGUEZ ESPARZA,DANIELA RANGEL MARTINEZ,ENEDINA ESPARZA RENTERIA",0.0,0,0,0.0,1157.0,0.0,30250.0,60.0,635965.4,0.0,0.0,0.0,data/2024/AFO170721DB1.xlsx
TRANS001182/2025,FCE040510D57,FUNDACION CARLOS ELIZONDO MACIAS IAP,Organizaciones civiles y fideicomisos asistenciales,"SER UN ORGANIZMO QUE FOMENTE A TRAVES DE SUS PROGRAMAS EL BIENESTAR DE LA SOCIEDAD Y EL DESARROLLO DE NUESTRO PAIS, APORTANDO RECURSOS HUMANOS Y ECONOMICOS QUE PERMITAN LA SUPERCION Y DESARROLLO DE LOS GRUPOS E INDIVIDUOS MENOS FAVORECIDOS","CONFORMADO POR LOS SIGUIENTES PRINCIPIOS Y VALORES SOBRE LOS QUE SE FUNDAMENTAN, LOS SISTEMAS Y LA FORMA DE SER DE NUESTRA FUNDACION Y SUS RELACIONES, LA PERSONA , LA INTEGRIDAD, DIGNIDAD DE LA PERSONA EL TRABAJO EL VALOR DEL TRABAJO, LIDERAZGO SENTIDO DE LOGRO LA CALIDAD, ENFOQUE AL TITULAR DE DER",Asistenciales,1293896.19,18727.34,10610.83,391033.83,932200.53,3628482.0,0.0,280500.0,0.0,"GUILLERMO ELIZONDO COLLARD,JOSE DAVID ROBLES BORBOA,LUIS ANTONIO ELIZONDO MACIAS,JUAN CARLOS CASILLAS ZAMORA,ISIDRO CAVAZOS DE LEON,HECTOR ALEJANDRO ELIZONDO MACIAS,CLAUDIA BAÑUELOS WONG",0.0,3,3,1064215.75,15605.35,0.0,2328369.0,278.0,2076586.1400000001,15605.35,0.0,0.0,data/2024/FCE040510D57.xlsx
TRANS005972/2025,ASA180823QF2,ASISTENCIA SOCIAL ALCALDE AC,Organizaciones civiles y fideicomisos asistenciales,PROPORCIONAR ATENCION MEDICA A PERSONAS DE BAJOS RECURSOS ECONOMICOS,OTORGAR ATENCION MEDICA DE CALIDAD SIN FINES DE LUCRO,Asistenciales,1449572.1,1744604.18,0.0,73860.41,3120315.87,34298482.0,0.0,3200000.0,0.0,"MIGUEL ANGEL LOPEZ NAVARRO,OMAR OLAGUE FERNANDEZ,JUAN CARLOS GUERRERO FLORES,LUIS ALBERTO CARRASCO RUIZ,ERNESTO LLAMAS GARCIA",0.0,16,0,4533345.0,34298482.0,0.0,33578172.0,80765.0,32010731.380000003,1567440.62,0.0,0.0,data/2024/ASA180823QF2.xlsx
TRANS003165/2025,CSU631111A7A,CULTURAL SUCRE AC,Organizaciones civiles y fideicomisos educativos,"IMPARTIR ENSEÑANZA CON AUTORIZACIÓN O RECONOCIMIENTO CON VALIDEZ OFICIAL EN LOS TÉRMINOS DE LA LEY EN NIVELES DE PREESCOLAR, PRIMARIA, SECUNDARIA, PREVOCACIONALES, PREPARATORIAS Y UNIVERSIDAD; INICIAR, PROMOVER, FOMENTAR ESCUELAS MIXTAS PROPIEDAD DE LA  ASOCIACIÓN EN SUS DISTINTOS NIVELES EDUCATIVOS, INICIAR PROMOVER ESTIMULAR,  FOMENTAR Y DIRIGIR TODA CLASE DE ACTIVIDADES EDUCACIONALES EN GENERAL, PARA PODER DAR CUMPLIMIENTO A LOS OBJETOS ANTERIORES","SER UNA COMUNIDAD COMPROMETIDA CON LAS MEJORA CONTINUA, LA FORMACIÓN DE VALORES TRASCENDENTES. LA PRACTICA DEL MODELO EDUCATIVO PARA EL DESARROLLO DE UN ALTO NIVEL ACADÉMICO Y DE INGLES, QUE LOS ALUMNOS DESCUBRAN EL VALOR DE LA CIENCIA Y SE COMPROMETAN A TRASCENDER CON DIGNIDAD, COMO CIUDADANOS ÍNT",Educativa,779927.0,543001.0,559838.0,3019748.0,1136982.0,0.0,0.0,0.0,0.0,"MA LUZ SERRANO ORTIZ,MARIA ESPERANZA HERNANDEZ TORRES,MA. ESTHER GUILLEN GUZMAN,MARIA COLIN MARTINEZ,DORA ELIA HERNANDEZ LUGO,DELIA REYNA ZAGAL ESTRADA",2059237.0,159,0,35346490.0,56176789.0,6126.0,58788539.0,909.0,58462516.0,326024.0,0.0,0.0,data/2024/CSU631111A7A.xlsx
TRANS003646/2025,BAO9810239K7,BANCO DE ALIMENTOS DE OAXACA AC,Organizaciones civiles y fideicomisos asistenciales,"CONTRIBUIR A LA SEGURIDAD ALIMENTARIA DE FAMILIAS VULNERABLES POR CONDICIONES DE POBREZA, MARGINACIÓN Y DESIGUALDAD SOCIAL A TRAVÉS DE LA RECUPERACIÓN DE ALIMENTOS EN BUEN ESTADO DE CONSUMO QUE DONAN EMPRESAS, COMERCIANTES, MERCADOS, CENTRALES DE ABASTO, ENTRE OTROS Y QUE SON REDISTRIBUIDOS ENTRE LAS FAMILIAS QUE POR SU CONDICIÓN PADECEN HAMBRE Y DESNUTRICIÓN.","TRANSPARENCIA,SOLIDARIDAD, CARIDAD.,CONFIANZA., COMPROMISO, EFICIENCIA. AL REALIZAR NUESTRO TRABAJO EN EL MENOR TIEMPO POSIBLE Y CON EL MÍNIMO USO POSIBLE DE LOS RECURSOS GARANTIZAMOS LA SUBSISTENCIA DE NUESTTRA INSTITUCION CON HONESTIDAD.",Asistenciales,13380903.0,1125288.0,0.0,289520.0,14216671.0,8848408.0,636241.0,0.0,0.0,"SAID ANTONIO ATALA ADAM,ALEJANDRO SANCHEZ SANCHEZ,MARIA DEL CARMEN AYALA ORTEGA,SERAFIN BARRANCO VARGAS,ALFREDO MARTINEZ DE AGUILAR,GERARDO GOMEZ TORT",0.0,15,12,2082621.0,1272302.0,0.0,3884440.0,6944.0,8915049.0,341706.0,0.0,0.0,data/2024/BAO9810239K7.xlsx
TRANS001601/2025,ATA050221860,ASENTAMIENTOS TARAHUMARES AC,Organizaciones civiles y fideicomisos asistenciales,"MANTENER Y FORTALECER LAS TRADICIONES, COSTUMBRES, LENGUA Y CONOCIMIENTOS ANCESTRALES DEL PUEBLO RARÁMURI","UN FUTURO EN EL QUE LOS RARÁMURI PUEDAN VIVIR CON DIGNIDAD Y EN IGUALDAD DE CONDICIONES, MANTENIENDO SU IDENTIDAD Y CULTURA.",Asistenciales,678956.0,120521.0,0.0,0.0,799477.0,702000.0,0.0,0.0,0.0,ELEAZAR SANCHEZ RAMOS,0.0,8,0,424026.0,0.0,0.0,258411.0,15.0,143684.0,135143.0,0.0,0.0,data/2024/ATA050221860.xlsx
