Folio,Rfc,Razón social,Rubro,Misión,Valores,Actividad,Activo circulante,Activo fijo,Activo diferido,Pasivo,Patrimonio,Ingreso por donativos_Monto efectivo,Ingreso por donativos_Monto especie,Donativos otorgados_Monto efectivo,Donativos otorgados_Monto especie,Integrantes del órgano de gobierno,Monto salario,Plantilla laboral,Voluntarios,Monto salarios,Ingresos relacionados_Monto,Ingresos no relacionados_Monto,Destino de donativos_Monto,Número de beneficiados,Monto nacional operación,Monto nacional admin,Monto extranjero operación,Monto extranjero admin,ref
TRANS000178/2025,FMM090514A35,FUNDACION MIGUEL MORALES LOPEZ AC,Organizaciones civiles y fideicomisos asistenciales,"PROPORCIONAR AYUDA INMEDIATA A ENFERMOS Y ENFERMAS DE ESCASOS RECURSOS, MEJORANDO SU CALIDAD DE VIDA ASÍ COMO A SU ENTORNO FAMILIAR Y SOCIAL SIENDO ENLACE ENTRE LOS RECURSOS Y LAS NECESIDADES, CON LAS OPORTUNIDADES QUE PROPORCIONA LA SOCIEDAD Y GOBIERNO, LLEGANDO HASTA EL LUGAR DONDE EXISTE LA NECESIDAD","AMOR AMISTAD TOLERANCIA BONDAD SOLIDARIDAD RESPETO IQUALDAD PACIENCIA RESPONSABILIDAD, HONRADEZY PAZ",Asistenciales,0.0,281695.0,0.0,281667.45,27.55,44080.0,237587.44999999998,0.0,0.0,"ALVARO MORALES LOPEZ,CLAUDIA MORALES LOPEZ,YADIRA MORALES LOPEZ",104969.76,1,13,8000.0,0.0,0.0,0.0,0.0,0.0,77325.24,0.0,0.0,data/2024/FMM090514A35.xlsx
TRANS001888/2025,BAC0910211G8,BANCO DE ALIMENTOS COSTALEGRE AC,Organizaciones civiles y fideicomisos asistenciales,ENTREGAR DESPENSAS EN TODA LA CABECERA MUNICIPAL DE NUESTRAS COMUNIDADES SE BENEFICIEN Y TEMPORALMENTE PUEDAN RESOLVER SU SITUACION ALIMENTICIA PUEADAN IR  A LABORAR Y TRAIGAN LO NECESARIO PARA SUS FAMILIAS . A FUTURO PUEDAN SER INDEPENDIENTES.,COMPARTIENDO ALIMENTO Y ESPERANZA.,Asistenciales,134208.66,58507.78,476.0,134208.66,58983.78,247490.0,40576.0,0.0,0.0,BANCO DE ALIMENTOS COSTALEGRE AC,0.0,1,4,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/2024/BAC0910211G8.xlsx
TRANS002795/2025,PPB610315K34,PATRONATO DE PAPELEROS Y BOLEROS AC,Organizaciones civiles y fideicomisos educativos,"","",Educativa,350463.0,55824.0,0.0,296048.0,110239.0,1048234.0,0.0,0.0,0.0,"JOSE EUGENIO RAMOS DELGADO,GERARDO LEAL GUERRERO,SANTIAGO GUTIERREZ SAENZ,MIGUEL ANGEL ESPINOSA GARZA,EDUARDO SERVANDO GUERRA SEPULVEDA,HUGO ROMEO SALAZAR ZUAREZ",0.0,36,0,4266561.0,4394084.0,0.0,6062518.0,131.0,1795957.0,0.0,0.0,0.0,data/2024/PPB610315K34.xlsx
TRANS005278/2025,UCS941021DY0,UNIVERSIDAD DEL CLAUSTRO DE SOR JUANA AC,Organizaciones civiles y fideicomisos educativos,"QUE LA EDUCACIÓN DE SERES HUMANOS CON CONCIENCIA DE SU COMPROMISO CON LA COMUNIDAD, LA SOCIEDAD Y EL PAÍS MEDIANTE LA DOCENCIA, LA INVESTIGACIÓN, LAS ACTIVIDADES DE EDUCACIÓN CONTINUA Y LA FORMACIÓN CULTURAL.","SER EL ESPACIO EN DONDE LAS PERSONAS PUEDAN ENCONTRAR SU VOCACIÓN Y DESPLEGAR SUS CAPACIDADES, DONDE RECONOZCAN QUE EL VALOR DE LA EDUCACIÓN ES EL RECONOCIMIENTO DEL PROPIO SER Y DE LA IMPORTANCIA DE LA VIDA EN COMUNIDAD. SER UNA INSTITUCIÓN QUE RECONOZCA QUE LO QUE IMPORTA ES LA VIDA, EL BIEN, LA ",Educativa,71197501.0,62741619.0,3126007.0,25537245.0,111527882.0,7842333.0,1042200.0,0.0,0.0,"CARMEN BEATRIZ LOPEZ PORTILLO ROMANO,GUILLERMINA TORRES SAVIN,RAFAEL TOVAR Y LOPEZ PORTILLO,MA. TERESA ATRIAN PINEDA,BRAULIO GONZALEZ VIDAÑA,JOSE LUIS MORONATTI RUIZ",9477260.0,258,0,68687419.0,158279902.0,7310405.0,8884533.0,2355.0,163151235.0,22643382.0,0.0,0.0,data/2024/UCS941021DY0.xlsx
TRANS004814/2025,CCS051019JJ2,CENTRO COMUNITARIO SANTA FE AC,Organizaciones civiles y fideicomisos asistenciales,"PROMOVER LA DIGNIDAD Y LAS CAPACIDADES DE LAS PERSONAS, EN COMUNIDADES EN DESARROLLO, A TRAVÉS DE UNA  ATENCIÓN INTEGRAL, LOGRANDO EL COMPARTIR FRATERNO ENTRE FAMILIAS Y COMUNIDADES PLURALES.","COMPROMISO, PARA CUMPLIR CABALMENTE Y CON SERIEDAD LA RESPONSABILIDAD ASUMIDA HASTA ALCANZAR LAS METAS MÁS ALTAS. GENEROSIDAD, PARA DAR Y COMPARTIR LO QUE REALMENTE FAVOREZCA EL DESARROLLO DE LAS PERSONAS, RECONOCIÉNDONOS CADA UNO NECESITANDO AL OTRO. HUMILDAD, PARA SER CONSICIENTES DE QUE LA GRAND",Asistenciales,39955218.81,1295715.38,0.0,276032.74,40974901.45,8974794.43,83520.0,0.0,0.0,"FRANCISCO ALBERTO CANTU QUINTANILLA,STEPHANY MARGARITA ROACH SANCHEZ,MONICA BEATRIZ GONZALEZ BECKMANN,RUBEN ILLOLDI GARCIA CERDA,JOSE DE JESUS CHAVEZ HERNANDEZ,IÑIGO ARRECHEA GARCIA DE VINUESA,JUAN PABLO BALLESTEROS GUTIERREZ,ELIA ADRIANA ELIZONDO GRIMALDO,ALMUDENA GARCIA DE VINUESA BOVILLE,JOSE EDUARDO NICOLAS ESTEVE RECOLONS,MARIA DE REGLA CARLOTA DE LESCHEVIN DE PREVOISIN ROMERO DE TERREROS,MARIA DEL PILAR PARAS GARCIA,JUAN JOSE BASAGOITI CAICOYA,JESSICA NUÑEZ BACHMANN,MARTA ESTEVE RECOLONS,MARIA SUAREZ FERNANDEZ",0.0,21,885,4653992.81,5103609.22,1145.04,9408108.010000002,3451.0,9569556.25,0.0,0.0,0.0,data/2024/CCS051019JJ2.xlsx
TRANS007073/2025,HHM890914F16,HABITAT PARA LA HUMANIDAD MEXICO AC,Organizaciones civiles y fideicomisos asistenciales,"CONVOCAR A LA GENTE PARA CONSTRUIR VIVIENDAS, COMUNIDADES Y ESPERANZA, ASI DEMOSTRAR EL AMOR DE DIOS EN ACCION","AMOR EN ACCION, RESPETO Y SERVICIO",Asistenciales,67912291.0,10855331.0,0.0,56332888.0,22434734.0,162047662.1,1081063.46,0.0,0.0,"ADA GRICELDA BONIFAZ VILLAR,ADELA BONILLA VIDAL,ADRIANA REYNAGA MORALES,ALEJANDRO MARTINEZ CERROS,ARIEL CANO CUEVAS,ASSENET LAVALLE ARENAS,BOOGGAR GONZALEZ GOMEZ,BULMARO SANCHEZ JIMENEZ,CECILIA MARTINEZ LEAL,DANIELLA GURREA MARTINEZ,DEBORAH GOYA OSTOS,DULCE MARIA EDUWIGES LOPEZ NUÑO,ELENA VIRGINIA VICENTA SOLIS PEREZ,ERIK ANTONIO NAVARRO MENDEZ,FATIMA KARINA MONTOYA JOVEL,FERNANDO LUIS MANZANILLA PRIETO,IGNACIO TRIGUEROS TIRADO,ISAAC ESCAMILLA SANDOVAL,JESUS RODOLFO RODRIGUEZ CARRANZA,JOSE BULMARO GONZALEZ GARCIA,JOSE GENARO DE JESUS SEGURA SILVA,JOSE GUILLERMO MONTOYA CASTILLO,JULIANA DAVID MENDOZA,MAGDIEL YAIR LUIS SANTIAGO,MARGARITA GUTIERREZ ROMERO,MARIA TERESA CHAVEZ TRUEBA,MARIA TERESA LIEDO FERNANDEZ,MARIA TERESA MALDONADO BALLESTEROS,MICAELA PADILLA BARREDA,NURIA TORROJA MATEU,MIRIAM VIRIDIANA ROSAS GARCIA,SABAS CRUZ GARCIA,SERAFIN ESTANISLAO ESCAMILLA BARRERA,VICTOR HUGO LUQUE SALCEDO",0.0,54,0,21776196.97,11358905.59,3300.86,105661906.76000002,1896.0,35943557.76999999,2476431.1799999997,0.0,0.0,data/2024/HHM890914F16.xlsx
TRANS004937/2025,RME120517HQ5,LA REALIDAD DE MEXICO AC,Organizaciones civiles y fideicomisos asistenciales,"MEJORAR LA CALIDAD DE VIDA DE PERSONAS EN SITUACIÓN DE VULNERABILIDAD EN EL PAÍS, BRINDANDO APOYOS EN ALIMENTICIOS, VESTIDO, SALUD Y CAPACITACIÓN PARA EL AUTO EMPLEO Y AYUDA ASISTENCIAL DIGNA A PERSONAS EN SITUACIÓN DE EXTREMA MARGINACIÓN Y PENURIAS","SOLIDARIDAD, RESPONSABILIDAD, IGUALDAD, ÉTICA, TRANSPARENCIA",Asistenciales,0.0,0.0,0.0,0.0,0.0,0.0,10445.61,0.0,0.0,"LAURA LUNA MEJIA,DIANA LIZBETH GUTIERREZ LUNA,CARLOS ALBERTO GUTIERREZ LUNA,ANDRES GONZALEZ ALVAREZ",0.0,0,4,0.0,0.0,0.0,10445.61,53.0,0.0,0.0,0.0,0.0,data/2024/RME120517HQ5.xlsx
TRANS003973/2025,CTE820125DN5,COLEGIO TENOSIQUE AC,Organizaciones civiles y fideicomisos educativos,"OFRECER UNA EDUCACIÓN AUTÉNTICAMENTE HUMANO-CRISTIANA, CENTRADA EN EL AMOR AL CORAZÓN DE JESÚS Y LA PEDAGOGÍA DE SANTA MARÍA DE GUADALUPE, PROMOVIENDO EL CRECIMIENTO INTEGRAL DE LA PERSONA, PARA LA TRASCENDENCIA Y EL COMPROMISO ÉTICO.","RECTITUD, CIENCIA, DIGNIDAD Y JUSTICIA",Educativa,76099.0,40706.0,97808.0,23973.0,190640.0,620200.0,0.0,0.0,0.0,"MARIBEL ALFARO GOMEZ,ANGELA VALENCIA CRUZ,JUANA PEREZ DIAZ",0.0,41,0,2799420.0,3076143.0,0.0,0.0,172.0,3965599.0,0.0,0.0,0.0,data/2024/CTE820125DN5.xlsx
TRANS011007/2025,FMM9804231L5,FUNDACION MICHOU Y MAU IAP,Organizaciones civiles y fideicomisos asistenciales,QUE NINGÚN NIÑO MEXICANO VICTIMA DE QUEMADURAS MUERA POR FALTA DE UNA OPORTUNA ATENCIÓN MEDICA ESPECIALIZADA.,"BRINDAR ASISTENCIA PARA QUE NIÑOS CON QUEMADURAS SEVERAS TENGAN LOS MEJORES PROGRAMAS DE TRATAMIENTO AVANZADO, ATENCIÓN MULTIDISCIPLINARIA DE SECUELAS AGUDAS, CAPACITACIÓN MÉDICA, DESARROLLO DE SERVICIOS MÉDICOS DEDICADOS Y MANTENER CAMPAÑA NACIONAL PERMANENTE PARA LA PREVENCIÓN DE QUEMADURAS.",Asistenciales,28664809.0,4991670.0,0.0,717239.0,32939240.0,15052024.0,177870.0,0.0,0.0,"MARIA ESPERANZA LEONOR GARCIA CONDE Y TRELLES,CAMILA GONZALEZ LEMAITRE,GUILLERMINA TERESITA DE JESUS PILGRAM SANTOS,ALFONSINA ANGELICA AVILA ROMAY,CONSUELO EVELIN DE LA PUENTE GONZALEZ,JOSE ANTONIO SILVA VILLASEÑOR,MARIA VIRGINIA SENDEL E ITURBIDE",0.0,13,8,3671211.0,1935089.0,0.0,13950268.0,13143.0,13950268.0,279251.0,0.0,0.0,data/2024/FMM9804231L5.xlsx
TRANS008673/2025,FTE951227NS5,FUNDACION TELMEX AC,Organizaciones civiles y fideicomisos asistenciales,"","",Asistenciales,34105254695.0,43218300.0,0.0,12359552.0,34136113443.0,57807655.0,0.0,102184127.0,0.0,"ARTURO ELIAS AYUB,JOSE FAUSTO COTA CHIRINO",2554370.0,27,0,22663469.0,382149085.0,0.0,424018170.0,27263.0,102274659.0,9126624.0,0.0,0.0,data/2024/FTE951227NS5.xlsx
TRANS004599/2025,FDS0506076U9,FUNDACION DEL DR. SIMI AC,Organizaciones civiles y fideicomisos asistenciales,"MEJORAR LA CALIDAD DE VIDA DE LAS PERSONAS QUE VIVEN EN POBREZA EXTREMA EN EL PAÍS, SIEMPRE CON EL OBJETIVO DE BRINDAR SERVICIOS ASISTENCIALES DE CALIDAD Y CALIDEZ A LAS PERSONAS QUE SE ENCUENTREN EN SITUACIÓN EXTREMA DE MARGINACIÓN Y POBREZA, ADEMÁS DE APOYAR, FOMENTAR Y VINCULAR A LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL, QUE TRABAJEN EN BENEFICIO DE SECTORES MÁS VULNERABLES DE NUESTRA POBLACIÓN","HONESTIDAD,COMPROMISO,CONFIANZA,GENEROSIDAD,INTEGRIDAD,JUSTICIA, RESPETO.",Asistenciales,21076422.0,5372482.0,354298.0,7484820.0,19318382.0,216387581.0,5008867.0,29302810.47,41159532.09,"VICTOR JOSE JESUS GARCIA LIZAMA,VICTOR GONZALEZ TORRES,VICTOR GONZALEZ HERRERA,MARIO MEJIA KARGL,OSCAR DE LA SIERRA ARAMBURO,MARIO MEJIA Y GUIZAR",0.0,170,8562,38795549.0,2586325.0,1899265.0,142556727.04,866816.0,210118419.32000002,2048670.24,0.0,0.0,data/2024/FDS0506076U9.xlsx
TRANS003241/2025,ICM420101TF1,INSTITUTO CIENTIFICO MOTOLINIA AC,Organizaciones civiles y fideicomisos educativos,"LOS COLEGIOS MOTOLINÍA, PROPICIAN EN SUS ALUMNOS DE EDUCACIÓN BÁSICA Y MEDIA SUPERIOR, UNA FORMACIÓN INTEGRAL PARA QUE SEAN PERSONAS COMPROMETIDAS EN LA CONSTRUCCIÓN DE UNA SOCIEDAD MÁS HUMANA Y UNIDA POR EL AMOR, ESPERANZA Y JUSTICIA.   VISIÓN: : EL INSTITUTO CIENTÍFICO MOTOLINÍA A.C TRABAJA PARA CONSTITUIRSE EN UN COLEGIO LÍDER A NIVEL REGIONAL, ESTATAL Y NACIONAL, SUSTENTADO EN SUS LOGROS ACADÉMICOS, DEPORTIVOS Y ARTÍSTICOS. LA VISIÓN DE NUESTROS FUNDADORES FUE CREAR UN ESPACIO FAVORABLE DONDE SE IMPARTE UNA FORMACIÓN DEL ALMA, CUERPO, CORAZÓN E INTELECTO.","ÓRDEN, RESPETO Y DISCIPLINA",Educativa,3252208.85,122253811.48,0.0,474315.66,125031704.67,42000.0,0.0,0.0,0.0,"MARIA JESUS HURTADO AMAYA,MARGARITA PEREZ NEREY,MARIA LUISA CUPIL SANDOVAL,ISABEL JIMENEZ SALVADOR,MARIA DEL CARMEN BARBA CHAVIRA",0.0,77,0,11017159.4,16797292.41,86206.89,42000.0,344.0,42000.0,20043774.520000003,0.0,0.0,data/2024/ICM420101TF1.xlsx
TRANS009220/2025,QNT091009I96,POR LOS QUE NO TIENEN VOZ AC,Organizaciones civiles y fideicomisos ecológicos,"","",Ecológicos,837559.0,0.0,0.0,3883596.0,3046037.0,32650.0,0.0,0.0,0.0,"MARIA DE JESUS GRACIELA MATA CHAVEZ,ANGELINA VIRGINIA CHAVEZ FLORES",0.0,0,0,0.0,0.0,0.0,513097.0,350.0,859692.0,0.0,0.0,0.0,data/2024/QNT091009I96.xlsx
TRANS011956/2025,CTE1905234U7,LA CACHIMBA TEATRO AC,Organizaciones civiles y fideicomisos culturales,"BRINDAR ACCESO PLENO A EXPERIENCIAS TEATRALES DE CALIDAD A NIÑAS, NIÑOS, JÓVENES Y FAMILIAS DE SECTORES VULNERABLES EN COMUNIDADES PERIFÉRICAS, RURALES O MARGINADAS, CONTRIBUYENDO AL EQUILIBRIO EN LA OFERTA ARTÍSTICA Y CULTURAL. ASUMIMOS EL ARTE COMO UN DERECHO HUMANO FUNDAMENTAL Y TRABAJAMOS PARA GARANTIZARLO.","COMPROMISO SOCIAL, ACCESIBILIDAD CULTURAL, CREATIVIDAD TRANSFORMADORA, INCLUSION Y DIVERSIDAD, COLABORACION, ETICA, SOSTENIBILIDAD.",Culturales,0.0,300000.0,0.0,0.0,300000.0,2587513.0,0.0,0.0,0.0,"ROBERTO CORELLA BARREDA,FRANCISCA DOLORES ESQUER QUIÑONES,ROBERTO ULISES CORELLA ESQUER",0.0,0,0,0.0,0.0,0.0,0.0,0.0,470955.0,0.0,0.0,0.0,data/2024/CTE1905234U7.xlsx
TRANS004750/2025,CCV850521UC3,CARITAS DE CIUDAD VICTORIA AC,Organizaciones civiles y fideicomisos asistenciales,"CONTRIBUIR A LA DIGNIFICACION DE LAS PERSONAS MÁS NECESITADAS, PROMOVIENDO LA CARIDAD, SOLIDARIDAD Y JUSTICIA Y A SU VEZ HACER INCLUSIÓN, PARTICIPACIÓN Y CRECIMIENTO EN DONDE SE DESARROLLE Y FORTALEZCA CON ELLOS SU CALIDAD DE VIDA.","RESPETO, CARIDAD, SOLIDARIDAD Y PROFESIONALISMO",Asistenciales,1255050.91,187053.29,0.0,895415.29,546688.91,1855292.44,0.0,0.0,0.0,"RODOLFO HIGUERA TERAN,PATRICIA VILLARREAL LOPERENA,MARGARITA CECILIA MENA ROJAS,MARGARITA VILLARREAL LOPERENA,RAUL ALEJANDRO VILLARREAL CABALLERO",0.0,5,2,814148.0,0.0,0.0,104470.1,2851.0,40562.030000000006,76900.18000000001,0.0,0.0,data/2024/CCV850521UC3.xlsx
TRANS009326/2025,PBA1709094X5,PATRONATO DE BOMBEROS ABELARDO AMAYA AC,Organizaciones civiles y fideicomisos asistenciales,"FORMAR UNA ORGANIZACIÓN DE BOMBEROS CAPACES DE ATENDER CON EXCELENCIA, VALOR Y ESPÍRITU DE SERVICIO LAS ACCIONES DE COMBATE Y EXTINCIÓN DE INCENDIOS, ASÍ COMO LAS DE RESCATE Y SALVAMENTO DE VIDAS EN CUALQUIER SINIESTRO.","DISCIPLINA, RETO, COMPROMISO, RESPONSABILIDAD Y COMPROMISO",Asistenciales,21580.0,13900.0,0.0,1.0,35479.0,0.0,0.0,0.0,0.0,"JOSE NICOLAS ANDRADE CARRILLO,PATRICIA ARMENDARIZ HERNANDEZ,LUZ MARIA GONZALEZ JAIMES",0.0,0,10,0.0,177.0,0.0,3564.0,9.0,3564.0,0.0,0.0,0.0,data/2024/PBA1709094X5.xlsx
TRANS008733/2025,FUC000126KW5,FUCAM AC,Organizaciones civiles y fideicomisos asistenciales,"PROCURAR DIAGNÓSTICO OPORTUNO, TRATAMIENTO ESPECIALIZADO Y SEGUIMIENTO PRECISO DEL CÁNCER DE MAMA CON ÉNFASIS EN LOS GRUPOS SOCIO-ECONÓMICOS MÁS DESPROTEGIDOS Y MARGINADOS DE MÉXICO, PROMOVIENDO LA EDUCACIÓN Y LA CONCIENTIZACIÓN DE LA DETECCIÓN TEMPRANA DEL CÁNCER DE MAMA Y FOMENTANDO LA CAPACITACIÓN DE ESPECIALISTAS EN RADIOLOGÍA MAMARIA, TRATAMIENTO MÉDICO Y QUIRÚRGICO, INVESTIGACIÓN CLÍNICA Y REHABILITACIÓN INTEGRAL.","LA RESPONSABILIDAD E INTEGRIDAD, LA INNOVACIÓN, NUESTRA ACTITUD DE SERVICIO, NUESTROS RESULTADOS Y EL TRABAJO EN EQUIPO SON VALORES QUE NOS CARACTERIZAN.",Asistenciales,60289189.0,144511648.0,3613257.0,85977142.0,122436952.0,32856907.72,11401769.0,7200.0,0.0,"FERNANDO GUISA HOHENSTEIN,MARIA LUISA GUISA ORTEGA,VIRGINIA GUISA ORTEGA",4811999.04,316,91,143311372.0,317559336.0,0.0,32856907.720000006,20721.0,345838466.0,272647.0,0.0,0.0,data/2024/FUC000126KW5.xlsx
TRANS008112/2025,UMA020308JQ3,UNIVERSIDAD MARISTA AC,Organizaciones civiles y fideicomisos educativos,"LA MISION DE LA UNIVERSIDAD MARISTA ES LA FORMACION DE MUJERES Y HOMBRES INTEGROS, BIEN INFORMADOS, CON CONCIENCIA CRITICA, SENSIBLES A LA PROBLEMATICA NACIONAL Y MUNDIAL, CAPACES DE ACTUAR DE MANERA RACIONA, RESPONSABLE Y CON UN DECIDIDO ESPIRITU DE SERVICIO","LA INTEGRACION, LA EMPATIA, EL FOMENTO DEL AUTOESTIMA Y DEL AUTOCONOCIMIENTO, EL ESFUERZO Y LA SUPERACION PERSONAL, LA BUSQUEDA DE EXCELNCIA Y MEJORA CONTINUA, LA SENCILLEZ, LA VIDA DE FAMILIA, LA AUTENTICIDAD, LA JUSTICIA, VALOR DE LA CONVIVENCIA Y COOPERACION Y EL TRABAJO EN EQUIPO",Educativa,1007312.89,173333.54,350011.64,23822855.63,22292197.56,2050000.0,0.0,1150000.0,0.0,"MIGUEL LOPEZ LOPEZ,ALBERTO OROZCO DAVILA,JUAN JAIME SANCHEZ BASURTO",0.0,72,0,15775451.52,19993370.32,0.0,2050000.0,650.0,4959341.04,0.0,0.0,0.0,data/2024/UMA020308JQ3.xlsx
TRANS006981/2025,ICA651113GR9,INSTITUTO DEL CARMEN AC,Organizaciones civiles y fideicomisos educativos,"EL INSTITUTO DEL CARMEN AC, ES UNA COMUNIDAD EDUCATIVA MARISTA DONDE SE VIVEN LOS VALORES DE LA IGLESIA CATOLICA, NUESTRO PLANTEL ESTA CIMENTADO EN LOS FUNDAMENTOS DE LA PEDAGOGIA, ESPIRITUALIDAD Y VALORES MARISTAS POR LO QUE ORIENTA SU MISION.",PRESENCIA Y SENCILLEZ,Educativa,8020161.0,7947489.0,2141033.0,377320.0,17731363.0,110000.0,0.0,0.0,0.0,AGUSTIN ACEVEDO SANCHEZ,0.0,5,1,620999.33,962489.0,0.0,0.0,0.0,1865611.6600000001,0.0,0.0,0.0,data/2024/ICA651113GR9.xlsx
TRANS011206/2025,MFY9911154F3,MUSEO DE LOS FERROCARRILES DE YUCATAN AC,Organizaciones civiles y fideicomisos culturales,PRESERVAR Y FOMENTAR LA HISTORIA DE LOS FERROCARRILES,"RESPETO, HUMANIDAD, RESPONSABILIDAD, HONESTIDAD, SOLIDARIDAD Y EMPATIA",Culturales,0.0,0.0,0.0,5313.0,5313.0,0.0,0.0,0.0,0.0,"MARIA DE LOURDES CELORIO TORRES TORIJA,JUAN MANUEL CELORIO CARRETERO",0.0,0,0,0.0,0.0,0.0,0.0,0.0,2406.0,0.0,0.0,0.0,data/2024/MFY9911154F3.xlsx
TRANS002659/2025,REA220602UE6,REALITRANS AC,Organizaciones civiles y fideicomisos asistenciales,"SOMOS UNA ASOCIACIÓN CIVIL SIN FINES LUCRATIVOS QUE TRABAJA COMO OBJETO ACTIVIDADES SOCIALES POR Y PARA EL BIENESTAR DE TODAS LAS PERSONAS, LAS CUALES PODEMOS DEFINIR PERO NO LIMITAR EN ASISTENCIALES, EDUCATIVAS, SANITARIAS, JURÍDICAS, CIENTIFICAS, ECOLÓGICAS Y CULTURALES, CON EL PROPÓSITO DE LOGRAR UN DESARROLLO SOCIAL BASADO EN AMOR, TOLERANCIA Y RESPETO.","IGUALDAD, DIGNIDAD Y JUSTICIA.",Asistenciales,1500.0,0.0,0.0,0.0,1500.0,1555.0,0.0,0.0,0.0,"SHARON MICHELLE HERNANDEZ HUERTA,DEBANHI DAYAN DIAZ SERRANO",0.0,0,0,0.0,0.0,0.0,1555.0,150.0,55.0,0.0,0.0,0.0,data/2024/REA220602UE6.xlsx
TRANS005813/2025,CIM800416NL8,CENTRO DE INVESTIGACION EN MATEMATICAS AC,Organizaciones civiles y fideicomisos para la investigación científica o tecnológica,"EL CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS AC ES UN CENTRO PÚBLICO DE INVESTIGACIÓN INTEGRADO AL SISTEMA DE CENTROS PÚBLICOS CONAHCYT, DEDICADO A LA GENERACIÓN, TRANSMISIÓN Y APLICACIÓN DE CONOCIMIENTOS ESPECIALIZADOS EN LAS ÁREAS DE MATEMÁTICAS, ESTADÍSTICA Y CIENCIAS DE LA COMPUTACIÓN. ORIENTADO HACIA LA INVESTIGACIÓN CIENTÍFICA, LA FORMACIÓN DE RECURSOS HUMANOS DE ALTO NIVEL, EL MEJORAMIENTO DE LA COMPETENCIA MATEMÁTICA DE LA SOCIEDAD, ASÍ COMO AL APOYO EN LA SOLUCIÓN DE PROBLEMAS QUE COMPETEN A SUS ÁREAS DE INTERÉS, EL CIMAT BUSCA CONTRIBUIR AL DESARROLLO CIENTÍFICO Y TECNOLÓGICO DE MÉXICO.","SER UN CENTRO DE INVESTIGACIÓN DE EXCELENCIA Y POLO DE DESARROLLO CIENTÍFICO EN PROGRESIVA CONSOLIDACIÓN, RECONOCIDO A NIVEL NACIONAL E INTERNACIONAL EN SUS ÁREAS DE ESPECIALIZACIÓN; FORTALECIDO EN SU CAPACIDAD DE CONVOCATORIA Y EN LA INTEGRACIÓN DE UNA MASA CRÍTICA EN GRUPOS DE ALTO RENDIMIENTO CI",Investigación científica o tecnológica ,73058488.0,345045067.0,1585752.0,39224349.0,380464958.0,294720.0,0.0,0.0,0.0,"CONSEJO NACIONAL DE HUMANIDADES, CIENCIAS Y TECNOLOGIAS SIN TIPO DE SOCIEDAD,SECRETARIA DE  EDUCACION PUBLICA SIN TIPO DE SOCIEDAD,INSTITUTO NACIONAL DE ESTADISTICA Y GEOGRAFIA SIN TIPO DE SOCIEDAD,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS AC,GOBIERNO DEL ESTADO DE GUANAJUATO SIN TIPO DE SOCIEDAD,SECRETARIA DE FINANZAS SIN TIPO DE SOCIEDAD,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO SIN TIPO DE SOCIEDAD,UNIVERSIDAD DE GUANAJUATO SIN TIPO DE SOCIEDAD",0.0,203,0,157304051.0,237422468.0,12004.0,7503856.0,548.0,212448327.0,31187701.0,0.0,0.0,data/2024/CIM800416NL8.xlsx
TRANS013169/2025,UMA870531DG9,UNIVERSIDAD DEL MAYAB SC,Organizaciones civiles y fideicomisos educativos,CONTRIBUIR A LA FORMACION INTEGRAL DE LIDERES DE ACCION POSITIVA Y PROMOVER INSTITUCIONALMENTE EL DESARROLLO DE LA PERSONA Y LA SOCIEDAD,"LIDERAZGO DESARROLLO DE PERSONAS INTEGRAS, ENTUSIASMO, CALIDEZ HUMANA, PROFESIONALISMO Y TRABAJO EN EQUIPO.",Educativa,55616949.0,505223059.0,0.0,3956268.0,556883740.0,16891500.0,0.0,16891500.0,0.0,EZEQUIEL CARLOS LUJAN VALLADOLID,0.0,2,0,38894.0,6985490.0,0.0,0.0,0.0,191770759.0,0.0,0.0,0.0,data/2024/UMA870531DG9.xlsx
TRANS013134/2025,DAN850617PV9,DROGADICTOS ANONIMOS AC,Organizaciones civiles y fideicomisos asistenciales,"REHABILITAR A PERSONAS CON PROBLEMAS DE DROGADICCIÓN, ABARCANDO SU ASPECTO FÍSICO, MENTAL Y ESPIRITUAL, CONTRIBUYENDO EN SU REINSERCIÓN SOCIAL, BASADOS EN EL PROGRAMA DE LOS DOCE PASOS","HONESTIDAD, SERVICIO,RESPETO, RESPONSABILIDAD.",Asistenciales,12159646.0,79295141.0,0.0,2185842.0,89268945.0,43965970.0,20679957.0,58897.94,0.0,"JOSE LUIS SANTIAGO MORALES,NARCISO ARTEMIO MANZANO PAREDES,SOJHI UKICHI ROLANDO OROZCO NAKACHI,JOSE GUADALUPE GARCIA PARAMO,LORENZO MARTINEZ HERNANDEZ,RODOLFO RIVERA CAMACHO,ALEJANDRO RODRIGUEZ CRUZ,ROGELIO FLORES SIMBRON,ALCIBIADES RUIZ CORREA,SIMBAD GARCIA VALENTIN,ARTURO JUAREZ MENDEZ,PAULINO NOVELO MONTES DE OCA",319664.0,14,45,1992419.58,26233297.14,0.0,57165410.0,3290.0,74454832.0,3015662.0,0.0,0.0,data/2024/DAN850617PV9.xlsx
